,strategy
IBOC,0.0
WBK,0.0
DGICA,0.0
GBDC,0.0
OCSI,0.0
CG,0.0
TRST,0.0
LBC,0.0
FLIC,0.0
FSB,0.0
CIT,0.0
BGB,0.0
NML,0.0
EQBK,0.0
TCRD,0.0
SSB,0.0
MAIN,0.0
AVAL,0.0
FPL,0.0
GTS,2.0
DFIN,1.0
NNI,0.0
NTG,0.0
BIT,0.0
TCBK,0.0
GSBC,0.0
ABCB,0.0
PJC,0.0
CACC,0.0
EMO,0.0
CNA,0.0
AMBC,0.0
TSLX,0.0
OLBK,0.0
PNNT,0.0
SFE,2.0
PHYS,0.0
SRCE,0.0
SBSI,0.0
QCRH,0.0
SBCF,0.0
SBT,2.0
FRME,0.0
FBNC,0.0
SLRC,0.0
CPF,0.0
DSL,0.0
EGBN,0.0
THG,0.0
NOAH,2.0
FRBK,0.0
PEBO,0.0
LOB,0.0
ETJ,1.0
RNR,0.0
JRVR,0.0
NBTB,0.0
CNOB,0.0
GLAD,0.0
UFCS,0.0
BBN,0.0
CBU,0.0
TBK,0.0
PFSI,0.0
DSE,0.0
FIBK,0.0
EDD,0.0
FEI,0.0
SRV,0.0
FFIN,0.0
MN,2.0
Y,0.0
AFH,2.0
HTBI,0.0
WSBC,0.0
PFBC,0.0
MFNC,0.0
BLX,0.0
EFC,0.0
NHF,0.0
INB,1.0
HCI,0.0
QQQX,0.0
NVG,0.0
VBTX,0.0
WSBF,0.0
FFG,0.0
PFLT,0.0
MFIN,2.0
FNHC,2.0
HTBK,0.0
KNSL,0.0
HMST,0.0
FFIC,0.0
NRK,0.0
INDB,0.0
ERIE,0.0
BCX,0.0
GPM,0.0
AGM,0.0
FDUS,0.0
ANAT,0.0
CIVB,0.0
HQH,2.0
WABC,0.0
CNBKA,0.0
PUK,2.0
UBFO,0.0
SONA,0.0
THQ,1.0
FFWM,0.0
CAC,0.0
CARO,0.0
CIA,0.0
AMRK,0.0
CCD,0.0
CEM,0.0
MKL,0.0
EOI,0.0
WRLD,0.0
PZN,0.0
SYBT,0.0
FTF,0.0
CHY,0.0
HQL,2.0
PFN,0.0
EIG,0.0
BST,0.0
CHCO,0.0
IBCP,0.0
DNP,0.0
MBWM,0.0
PGC,0.0
UVE,0.0
ATAX,0.0
BTZ,0.0
DPG,0.0
FPF,0.0
NFBK,0.0
SHG,0.0
FISI,0.0
MOFG,0.0
RNST,0.0
FBMS,0.0
TMP,0.0
ABTX,0.0
MCBC,0.0
THFF,0.0
YIN,0.0
PFS,0.0
YRD,0.0
GAIN,0.0
ARDC,0.0
JGH,0.0
MMAC,0.0
CTBI,0.0
INTL,0.0
BSRR,0.0
FDEF,0.0
PSLV,0.0
ESXB,0.0
BANX,0.0
ISTR,0.0
NTRSP,1.0
RM,0.0
WNEB,0.0
NEWT,0.0
HBMD,0.0
MFSF,0.0
RILY,0.0
HBNC,0.0
CIK,0.0
DCOM,0.0
BWFG,0.0
DSM,0.0
FMBH,0.0
INBK,0.0
SVVC,2.0
BCBP,0.0
GARS,2.0
BHB,0.0
WTM,0.0
DMF,2.0
ESGR,0.0
RIOT,0.0
CVCY,0.0
EHTH,0.0
GROW,0.0
KINS,0.0
MRLN,0.0
MVC,0.0
QIWI,2.0
WHG,0.0
BUSE,0.0
HONE,0.0
SMBC,0.0
ZTR,0.0
LMFA,2.0
FCBC,0.0
SCM,0.0
ETB,0.0
IVH,0.0
MCN,0.0
MRCC,0.0
NEV,2.0
PWOD,0.0
FNWB,0.0
TSBK,0.0
NGHCN,0.0
STBA,0.0
TBNK,0.0
BFIN,0.0
ACGLP,2.0
BTT,0.0
JMLP,0.0
PBIP,0.0
PMM,1.0
RBCAA,0.0
SAL,0.0
SUNS,0.0
WF,0.0
JP,2.0
BCH,0.0
IX,0.0
PRK,0.0
PFBI,0.0
CCBG,0.0
ENFC,0.0
IMH,2.0
BMRC,0.0
PDI,0.0
AC,0.0
DHIL,0.0
PUB,0.0
ESSA,0.0
FFNW,0.0
OPY,0.0
BOCH,0.0
FCNCA,0.0
WTBA,0.0
AROW,0.0
BANF,0.0
BDGE,0.0
BHK,0.0
BYFC,0.0
CHMG,0.0
CSTR,0.0
DFP,0.0
DIAX,0.0
FDEU,1.0
FRBA,0.0
GBLI,0.0
GEC,2.0
LDP,0.0
MNP,1.0
OFS,0.0
SBI,1.0
SMBK,0.0
TIPT,0.0
PBBI,0.0
VRTS,0.0
BMTC,0.0
CPTA,0.0
CRVL,2.0
PMBC,0.0
MSB,0.0
FNLC,0.0
MBCN,0.0
NKSH,0.0
AMNB,0.0
HBANO,0.0
CFFI,0.0
ISG,0.0
SHBI,0.0
TCFC,0.0
GBL,0.0
AUBN,0.0
OVBC,0.0
AMSF,0.0
BCRH,0.0
BCTF,0.0
CART,0.0
CZWI,0.0
EBTC,0.0
EVY,2.0
FBSS,0.0
FCCY,0.0
FMAO,0.0
FMNB,0.0
FRA,0.0
GSBD,0.0
HALL,1.0
IBKCP,0.0
JRJC,2.0
MLVF,0.0
MTR,0.0
MZA,2.0
PBCTP,1.0
RVSB,0.0
SMMF,0.0
THW,2.0
TSLF,0.0
WHF,0.0
NGHCO,0.0
SFST,0.0
LCNB,0.0
SBBX,0.0
EVBN,0.0
GCBC,0.0
FBIZ,1.0
RZA,2.0
NCBS,0.0
FCCO,0.0
SLCT,0.0
WTFCM,0.0
OFED,0.0
NWLI,0.0
CATC,0.0
SAFT,0.0
TPVG,0.0
DNBF,1.0
NRIM,0.0
EBMT,0.0
ICBK,0.0
FGBI,0.0
HIFS,0.0
ITIC,0.0
PEBK,0.0
PVBC,0.0
SBFG,0.0
AAMC,0.0
AAME,2.0
ACNB,0.0
AEB,1.0
AFC,0.0
AINC,2.0
AIW,0.0
AMRB,0.0
ASFI,0.0
ASRV,0.0
ATLC,2.0
ATLO,0.0
BBDO,0.0
BCV,0.0
BHV,2.0
BKJ,0.0
BKSC,0.0
BOTJ,0.0
CARV,2.0
CBAN,0.0
CBFV,0.0
CBSHP,0.0
CCNE,0.0
CFBK,0.0
CHN,0.0
CIVBP,0.0
CIZN,0.0
CMU,0.0
CNFR,2.0
COHN,0.0
CPSS,0.0
CSWC,0.0
CVLY,0.0
CWBC,0.0
CZNC,0.0
DGICB,1.0
DXF,2.0
ECCA,0.0
ECCB,0.0
ECF,0.0
EDF,0.0
EMCF,0.0
EQFN,0.0
EQS,0.0
ESBK,0.0
EVN,2.0
FCAP,0.0
FDBC,0.0
FITBI,1.0
FNCB,0.0
FPAY,2.0
FSBC,0.0
FSBW,0.0
FSFG,0.0
FUNC,0.0
FUND,0.0
FUSB,0.0
GAINM,0.0
GFED,0.0
GGZ,0.0
GLBZ,1.0
GLU,0.0
GRF,1.0
GWGH,0.0
HBANN,2.0
HBCP,0.0
HCAP,0.0
HFBL,0.0
HMNF,0.0
HNNA,0.0
HRZN,1.0
HWBK,0.0
HYB,0.0
IBKCO,0.0
IHC,0.0
IROQ,1.0
ITCB,0.0
JMP,0.0
JPI,0.0
KFFB,1.0
KFS,0.0
KST,0.0
LARK,0.0
LOAN,0.0
LSBK,0.0
MDLY,0.0
MELR,0.0
MGYR,0.0
MHE,0.0
MPB,0.0
MSBF,0.0
MVBF,2.0
NBN,0.0
NGHCP,0.0
NHLD,2.0
NICK,1.0
NMI,1.0
NOM,0.0
NPN,0.0
NSEC,0.0
NWFL,0.0
OHAI,2.0
OPHC,2.0
OPOF,0.0
ORRF,0.0
OTTW,0.0
OVLY,0.0
OXBR,0.0
OXLCO,0.0
PBHC,0.0
PFIS,0.0
PIH,0.0
PKBK,0.0
PKO,0.0
PLBC,0.0
PNBK,2.0
PROV,0.0
PZC,1.0
RAND,2.0
RBNC,0.0
RFI,0.0
RGT,0.0
RNDB,0.0
SAMG,0.0
SAR,0.0
SBFGP,0.0
SCD,0.0
SFBC,0.0
SGB,0.0
SIEB,0.0
SLMBP,0.0
SNFCA,1.0
SSBI,0.0
SVBI,0.0
TCBIP,0.0
TRCB,0.0
TURN,2.0
UBCP,0.0
UBOH,0.0
UNAM,1.0
UNB,0.0
UNTY,0.0
VBFC,0.0
WCFB,0.0
WEBK,0.0
WVFC,0.0
D,0.0
AEP,0.0
NRG,0.0
AES,0.0
PPL,0.0
LNT,0.0
PCG,0.0
SO,0.0
CNP,0.0
DUK,0.0
NEE,0.0
EXC,0.0
PEGI,1.0
EIX,0.0
XEL,0.0
NI,0.0
CMS,0.0
ES,0.0
PNW,0.0
FE,0.0
PEG,0.0
WEC,0.0
ED,0.0
AEE,0.0
OGE,0.0
SRE,0.0
NJR,0.0
NGG,2.0
SBS,0.0
CIG,0.0
ELP,0.0
POR,0.0
WTR,0.0
ATO,0.0
SWX,0.0
ENIA,0.0
ETR,0.0
TERP,1.0
CZZ,0.0
ENIC,2.0
AWK,0.0
BKH,0.0
HE,0.0
SJI,0.0
UGI,0.0
CWT,0.0
PNM,0.0
AT,0.0
AVA,0.0
AWR,0.0
KEP,2.0
DTE,0.0
EE,0.0
SR,0.0
CPK,0.0
PAM,0.0
FCEL,2.0
SPH,0.0
TGS,0.0
CDZI,0.0
OGS,0.0
AY,0.0
NWE,0.0
JE,2.0
FTS,0.0
CEQP,0.0
AGR,0.0
NWN,0.0
WAAS,0.0
NEP,2.0
OPTT,0.0
SPKE,0.0
IDA,0.0
AQN,0.0
ALE,0.0
ORA,0.0
OTTR,0.0
CPL,0.0
BIP,0.0
SJW,0.0
CORR,0.0
UTL,0.0
HNP,2.0
CWCO,2.0
PCYO,0.0
MGEE,0.0
GWRS,0.0
AZRE,0.0
YORW,0.0
EDN,0.0
EAE,2.0
ENJ,2.0
KEN,0.0
SKYS,2.0
MSEX,0.0
TAC,0.0
ARTNA,0.0
BEP,0.0
DTQ,1.0
ELLO,2.0
RGCO,0.0
INTC,0.0
MU,0.0
AAPL,0.0
MSFT,0.0
HPQ,0.0
FB,0.0
ORCL,0.0
JD,2.0
NOK,2.0
TWTR,2.0
AVGO,0.0
AMAT,0.0
ZNGA,1.0
QCOM,0.0
CSCO,0.0
GRPN,0.0
CRM,2.0
ATVI,2.0
SQ,0.0
FLEX,0.0
XRX,2.0
CVLT,0.0
WDC,0.0
ON,0.0
INFY,2.0
MRVL,0.0
HPE,0.0
TXN,0.0
GDDY,0.0
BOX,2.0
AMZN,0.0
ENTG,0.0
JBL,0.0
ACN,0.0
ADSK,0.0
BIDU,2.0
IBM,0.0
IT,0.0
ATHM,2.0
MOMO,0.0
GLW,0.0
STX,0.0
ADBE,0.0
TSM,0.0
ZAYO,0.0
NCR,0.0
PSTG,2.0
VMW,0.0
LRCX,0.0
NXPI,0.0
YNDX,0.0
GOOGL,0.0
CGNX,0.0
FSLR,2.0
MX,0.0
FTV,0.0
BKI,0.0
CTSH,2.0
CTXS,0.0
SABR,2.0
WIT,2.0
NTNX,2.0
HQY,0.0
GRUB,0.0
NTCT,0.0
TTWO,0.0
KLAC,0.0
GOOG,0.0
PAYC,0.0
QRVO,0.0
DOX,0.0
NUAN,2.0
TEL,0.0
EA,0.0
GPRO,2.0
BW,2.0
INXN,0.0
INFO,0.0
YY,2.0
NOW,2.0
CERN,2.0
AKAM,0.0
CDNS,0.0
MDRX,2.0
LPL,0.0
NTAP,0.0
VIAV,0.0
LOGM,0.0
BB,2.0
RUN,2.0
YELP,0.0
VSH,0.0
TER,0.0
TWLO,1.0
TRUE,0.0
JNPR,0.0
MCHP,0.0
KLIC,0.0
TEAM,2.0
PFPT,0.0
PLUG,2.0
HIMX,2.0
INTU,0.0
XLNX,0.0
MTSI,0.0
DBD,2.0
ABB,0.0
SWKS,1.0
IIVI,0.0
TDC,0.0
LDOS,0.0
VSLR,2.0
FIT,2.0
ADI,0.0
OLED,0.0
PRO,1.0
SSNC,2.0
EXTR,0.0
FEYE,2.0
VECO,0.0
ZEN,2.0
ATEN,0.0
BDC,0.0
ERIC,2.0
MANH,2.0
SPLK,2.0
VRSN,2.0
DXC,0.0
STM,0.0
NPTN,0.0
HMNY,0.0
KN,0.0
CIEN,0.0
EQIX,0.0
VRNT,2.0
FIS,0.0
WDAY,2.0
MXIM,0.0
CSOD,0.0
VEEV,0.0
FORM,0.0
BRKS,0.0
WB,0.0
ASX,2.0
EVH,0.0
UIS,0.0
LITE,0.0
GWRE,2.0
ANET,0.0
CSIQ,2.0
ICHR,0.0
CARB,0.0
TLND,2.0
SAP,0.0
CREE,1.0
COHR,0.0
AYI,1.0
IMMR,1.0
NTES,0.0
LTRPA,2.0
PTC,0.0
CDW,0.0
EGOV,0.0
RESN,0.0
DDD,0.0
TRMB,0.0
TDOC,2.0
SFUN,2.0
SNE,0.0
SYNA,2.0
MTCH,0.0
TRHC,1.0
XNET,2.0
TIVO,0.0
MSI,0.0
LPSN,0.0
ADTN,0.0
WHR,0.0
COMM,0.0
SHOP,0.0
PANW,2.0
CHKP,0.0
FFIV,0.0
SCWX,2.0
CRUS,0.0
WSO,0.0
RCM,1.0
WUBA,2.0
TSEM,0.0
TTD,2.0
ASML,0.0
ENS,0.0
RP,0.0
FLIR,0.0
JCOM,0.0
TTMI,0.0
IAC,0.0
UCTT,0.0
ANGI,2.0
BCOR,0.0
MOBL,0.0
APH,0.0
USAT,0.0
SWIR,1.0
HUBS,2.0
VRNS,0.0
ANY,2.0
SINA,0.0
SQNS,2.0
FTNT,1.0
XPER,0.0
RPD,2.0
AMBA,1.0
AMKR,0.0
COUP,2.0
MITK,0.0
BHE,0.0
INFN,2.0
SREV,0.0
CMCM,2.0
UPLD,0.0
GLUU,2.0
SEDG,2.0
LLNW,0.0
CSGS,0.0
DPW,0.0
WAT,0.0
MKSI,0.0
CDK,0.0
MXL,0.0
WIX,0.0
AAOI,0.0
AZPN,0.0
SOHU,2.0
IPHI,0.0
BLKB,1.0
ENPH,2.0
HLIT,0.0
ST,2.0
CRTO,0.0
ROG,0.0
UMC,0.0
KEYS,0.0
AXTI,0.0
EPAM,2.0
FIVN,0.0
EPAY,2.0
AVT,0.0
RMBS,0.0
OTEX,0.0
SANM,0.0
KOPN,0.0
SATS,0.0
RNWK,0.0
DMRC,2.0
SAIC,0.0
DIOD,0.0
INOV,2.0
BNFT,2.0
SMTC,0.0
EVTC,0.0
SMCI,0.0
BITA,2.0
MSTR,0.0
COHU,0.0
GRMN,0.0
CSLT,0.0
TWOU,0.0
MLNX,1.0
AVID,2.0
GNRC,0.0
SLAB,0.0
RNG,2.0
PEGA,0.0
NOVT,0.0
PXLW,0.0
AEIS,0.0
ENR,0.0
VRTU,2.0
MEET,0.0
ALRM,0.0
LSCC,0.0
AME,2.0
QNST,2.0
SIMO,0.0
VNET,2.0
KEM,0.0
SCSC,0.0
QADA,0.0
LUNA,0.0
CLS,0.0
HUBB,0.0
MRCY,0.0
STMP,0.0
FN,0.0
VSAT,0.0
WK,2.0
CACI,0.0
EVBG,0.0
AEMD,2.0
VUZI,2.0
JKS,2.0
SNCR,0.0
EIGI,2.0
LOGI,0.0
EBIX,0.0
ANSS,0.0
ITRI,0.0
BL,0.0
SSYS,2.0
ACIA,0.0
PINC,2.0
SSTK,0.0
INST,2.0
TLRA,0.0
PRGS,0.0
SPSC,0.0
RUBI,2.0
EGAN,2.0
ARW,0.0
PI,0.0
ACLS,0.0
DSGX,0.0
JASO,2.0
MODN,2.0
PCTY,2.0
ASUR,0.0
AEHR,0.0
BMI,0.0
APPS,2.0
SNPS,0.0
MIME,0.0
NATI,0.0
PLXS,0.0
MANT,0.0
GSUM,2.0
DSPG,0.0
SIGM,2.0
BCOV,0.0
SYNC,0.0
ATOM,2.0
CCIH,2.0
KODK,0.0
NEWR,2.0
VCRA,0.0
QLYS,1.0
WIFI,0.0
RMNI,0.0
HMI,0.0
RBC,0.0
FNJN,0.0
PLT,0.0
OMCL,0.0
XSPA,2.0
NICE,0.0
CAMP,2.0
ZIXI,0.0
AOSL,0.0
SILC,0.0
QTWO,0.0
CALX,1.0
PLAB,2.0
AGYS,0.0
SYKE,1.0
FENG,2.0
INTT,0.0
NSIT,0.0
SEAC,2.0
RVLT,2.0
INAP,2.0
CYBR,0.0
MPWR,0.0
ITRN,0.0
DQ,0.0
TYL,2.0
SLP,0.0
DAKT,0.0
ARC,0.0
GIB,0.0
FLDM,2.0
TECD,0.0
CYOU,2.0
IPGP,0.0
NTGR,0.0
RDWR,1.0
OSIS,2.0
MNDO,0.0
MEI,0.0
WATT,0.0
GLOB,2.0
EMKR,0.0
MTBC,2.0
NEON,2.0
CRNT,0.0
INSG,0.0
CPSI,2.0
FARO,0.0
CMTL,2.0
IVAC,0.0
CCMP,0.0
AVX,0.0
PDFS,0.0
MVIS,2.0
MARK,2.0
CRCM,0.0
APPF,0.0
KE,0.0
ASYS,2.0
VICR,0.0
CW,0.0
UEIC,0.0
AUTO,2.0
IDN,0.0
LYTS,2.0
EMAN,0.0
ABIL,2.0
ITI,0.0
MRIN,2.0
RST,0.0
PKE,0.0
MAXR,2.0
SCON,2.0
ECOM,0.0
INPX,2.0
HSTM,0.0
KVHI,0.0
TTGT,1.0
VHC,2.0
CNXN,0.0
TCX,0.0
DGII,0.0
NTIP,0.0
FICO,0.0
CEVA,0.0
DCAR,2.0
POWI,0.0
MIXT,0.0
LPTH,2.0
ESE,0.0
IMOS,0.0
CAMT,0.0
PLUS,0.0
RFIL,2.0
PRFT,0.0
AMSC,0.0
RENN,2.0
NVMI,0.0
ALLT,2.0
KBAL,0.0
PRCP,2.0
NH,2.0
NTP,0.0
AMOT,2.0
NTWK,2.0
MRAM,0.0
TNAV,0.0
ALOT,0.0
NETE,2.0
PCYG,0.0
RNET,0.0
PCOM,2.0
AIRG,0.0
DAIO,0.0
HEAR,2.0
MTSC,2.0
CTG,2.0
TRT,0.0
VPG,0.0
MSN,0.0
IOTS,2.0
NVEC,0.0
PCTI,0.0
SPNS,0.0
BELFB,0.0
CPST,2.0
ELSE,1.0
EVOL,2.0
IPDN,0.0
LORL,0.0
MYSZ,0.0
PAR,2.0
QUMU,2.0
RDCM,0.0
RELL,0.0
SPRT,2.0
WSTL,2.0
XELA,0.0
WIRE,0.0
APWC,0.0
AWRE,0.0
BDR,0.0
BNSO,0.0
CTS,0.0
ESP,0.0
IIN,1.0
ISNS,0.0
LOV,2.0
MGIC,0.0
MOSY,2.0
OIIM,0.0
PERI,2.0
POLA,1.0
PPSI,0.0
SGOC,0.0
SMIT,2.0
STRM,2.0
TESS,2.0
VJET,2.0
WYY,0.0
ZDGE,2.0
MTLS,0.0
PLPC,0.0
AMSWA,0.0
MIND,0.0
ICAD,2.0
MLAB,0.0
SGMA,2.0
AEY,1.0
AMRH,0.0
AUDC,0.0
AVNW,0.0
BELFA,0.0
BLIN,2.0
BRQS,0.0
BSQR,1.0
BVSN,2.0
CCUR,0.0
CLFD,0.0
CLRO,2.0
COCP,2.0
CPAH,1.0
CPSH,2.0
CSPI,0.0
CUI,1.0
CYRN,0.0
DLPN,0.0
DYSL,2.0
DZSI,1.0
EFOI,2.0
ELTK,2.0
EXFO,0.0
FEIM,0.0
FORTY,0.0
FTEO,2.0
FTNW,2.0
GIGM,2.0
GILT,0.0
GSB,0.0
GSIT,0.0
GVP,0.0
HURC,0.0
IEC,0.0
INOD,2.0
INVE,0.0
ISDR,0.0
IZEA,2.0
JCS,2.0
KOSS,0.0
KTCC,1.0
LEDS,2.0
LGL,0.0
LINK,0.0
LTRPB,2.0
LTRX,0.0
MINDP,1.0
MJCO,1.0
MOXC,2.0
MTBCP,0.0
NCTY,2.0
NNDM,2.0
NSYS,1.0
OCC,0.0
OESX,1.0
PRKR,2.0
QADB,0.0
QBAK,2.0
QRHC,2.0
QTRH,0.0
RBCN,2.0
REFR,2.0
RGSE,2.0
SCKT,0.0
SGLB,2.0
SMSI,2.0
SOFO,2.0
SOL,2.0
SPI,2.0
SSNT,0.0
SUNW,2.0
SVT,0.0
TACT,2.0
TAIT,0.0
TCCO,2.0
TRNS,0.0
TSRI,0.0
TZOO,0.0
USATP,0.0
WSTG,0.0
WTT,0.0
PG,0.0
VIPS,2.0
KR,2.0
RAD,2.0
GIS,2.0
PM,0.0
KO,0.0
WMT,0.0
MDLZ,2.0
MO,1.0
ABEV,0.0
TAL,0.0
BRFS,2.0
KHC,2.0
NWL,2.0
KMB,1.0
CPB,2.0
TGT,2.0
HRL,2.0
K,2.0
CAG,2.0
PEP,0.0
COST,0.0
COTY,1.0
MNST,0.0
SJM,2.0
CL,0.0
ADM,2.0
DG,0.0
TAP,2.0
SYY,0.0
NOMD,0.0
CHD,0.0
BG,2.0
PBH,2.0
BIG,0.0
STZ,0.0
USFD,0.0
SFM,0.0
AVP,2.0
HMHC,2.0
POST,2.0
EL,0.0
FEDU,2.0
LW,0.0
FLO,2.0
PPC,0.0
DLTR,0.0
GNC,2.0
BTI,0.0
DF,2.0
HLF,0.0
TWNK,0.0
BUD,1.0
CHGG,0.0
AGRO,2.0
CASY,2.0
MGPI,0.0
EDU,0.0
TSN,0.0
MKC,1.0
COT,0.0
HAIN,1.0
HSY,1.0
BGS,2.0
PFGC,0.0
UN,0.0
CHEF,0.0
PRMW,2.0
FRPT,0.0
FMX,0.0
CLX,0.0
VGR,0.0
SPB,1.0
PETS,0.0
THS,2.0
REDU,2.0
OLLI,0.0
BURL,0.0
IPAR,0.0
INGR,0.0
SAFM,0.0
DEO,0.0
UNFI,2.0
UL,0.0
LOPE,0.0
EPC,2.0
CCU,0.0
CALM,2.0
BEDU,0.0
CORE,2.0
CRESY,0.0
FIZZ,0.0
UVV,2.0
SMPL,0.0
FDP,2.0
NUS,0.0
PSMT,2.0
CENTA,0.0
LBY,2.0
ELF,2.0
HELE,0.0
CVGW,0.0
TUES,2.0
TEDU,2.0
ATGE,0.0
UTI,2.0
CENT,0.0
SPTN,2.0
STKL,2.0
RYB,2.0
LANC,2.0
SAM,0.0
LAUR,2.0
WMK,2.0
STRA,1.0
GPX,2.0
APEI,2.0
KOF,0.0
NBEV,2.0
IFMK,0.0
USNA,0.0
NAUH,2.0
CLXT,2.0
IMKTA,2.0
CECO,0.0
TR,2.0
TPB,0.0
ANDE,2.0
VLGEA,2.0
REV,2.0
JBSS,2.0
LRN,2.0
JJSF,0.0
RIBT,0.0
FC,2.0
LNDC,2.0
LMNR,2.0
CELH,0.0
FARM,2.0
BREW,0.0
SEED,2.0
COKE,0.0
ANFI,2.0
DL,2.0
COE,2.0
LBCC,0.0
SENEA,2.0
CHSCM,2.0
CHSCN,1.0
BRID,1.0
CHSCL,1.0
LFVN,2.0
NAII,2.0
SANW,2.0
YGYI,2.0
UG,0.0
LWAY,2.0
ACU,2.0
ALCO,1.0
ASPU,0.0
CHSCO,1.0
CHSCP,1.0
CJJD,2.0
CYAN,2.0
DIT,2.0
DOGZ,0.0
DTEA,2.0
EAST,0.0
FTFT,2.0
IBA,0.0
JVA,2.0
LINC,2.0
LND,2.0
MTEX,2.0
NATR,2.0
NGVC,2.0
NHTC,2.0
OBCI,0.0
PETZ,2.0
PME,0.0
REED,2.0
RELV,1.0
RMCF,0.0
SENEB,2.0
SPRO,2.0
SUMR,2.0
THST,0.0
WILC,0.0
WVVI,2.0
WVVIP,2.0
CX,2.0
VALE,0.0
AKS,2.0
GSM,0.0
FCX,0.0
NUE,1.0
X,2.0
AUY,2.0
CLF,2.0
GFI,0.0
KGC,0.0
HMY,2.0
NGD,2.0
GGB,1.0
TS,2.0
AA,0.0
NTR,0.0
EGO,2.0
BTU,0.0
OLN,0.0
JCI,2.0
AU,2.0
CMC,2.0
MAS,0.0
TECK,0.0
TRQ,2.0
WPM,0.0
BTG,0.0
CENX,0.0
HL,2.0
STLD,0.0
AWI,0.0
CDE,2.0
CE,0.0
HUN,0.0
CSTM,0.0
IAG,0.0
WY,0.0
SID,2.0
SLCA,2.0
CF,0.0
LYB,0.0
VMC,2.0
CC,0.0
LPX,0.0
NEM,1.0
GCP,0.0
MEOH,0.0
RIO,0.0
EMN,0.0
MLM,2.0
FOE,0.0
MOS,2.0
MT,0.0
CCJ,2.0
AXTA,0.0
AEM,1.0
PVG,0.0
ASH,0.0
ARLP,2.0
BHP,0.0
AGI,2.0
CBT,0.0
AG,2.0
KS,2.0
NG,2.0
HCLP,2.0
BCC,0.0
UEC,0.0
SQM,0.0
SXT,2.0
FMC,0.0
SCCO,0.0
BMCH,0.0
GRA,2.0
VNTR,0.0
SUM,0.0
MUX,2.0
TROX,0.0
OEC,0.0
SBGL,2.0
ALB,0.0
OC,0.0
JELD,0.0
EXP,0.0
MDU,2.0
NEXA,0.0
SND,2.0
SAND,0.0
PQG,2.0
ECL,0.0
RYN,0.0
PPG,0.0
TMST,2.0
FNV,0.0
FUL,1.0
BVN,0.0
EXK,2.0
BBL,0.0
UNVR,1.0
FSM,2.0
PAAS,2.0
UUUU,2.0
GMS,0.0
SHW,0.0
SSRM,2.0
UFS,0.0
HBM,0.0
VEDL,0.0
MAG,2.0
CRH,1.0
IPI,0.0
BLDR,0.0
GPRE,2.0
RPM,2.0
CMP,2.0
IFF,0.0
ARCH,0.0
AVD,2.0
SMG,0.0
HSC,0.0
WLK,0.0
USCR,0.0
WLKP,0.0
APD,0.0
SXC,2.0
ROCK,2.0
GOLD,2.0
OR,0.0
OMN,2.0
KRA,0.0
URG,0.0
LXU,2.0
CEIX,0.0
AMWD,0.0
LOMA,0.0
BXC,0.0
PGTI,0.0
RFP,0.0
CSTE,2.0
IIIN,2.0
BLD,0.0
VRS,0.0
UAN,2.0
KL,0.0
SWM,2.0
GLT,2.0
MERC,0.0
AGFS,0.0
RYAM,0.0
PKX,0.0
SVM,2.0
AXE,2.0
FRTA,2.0
TX,0.0
GSS,0.0
DOOR,1.0
SA,0.0
NGVT,0.0
MTRN,0.0
ALO,1.0
VGZ,2.0
NAK,2.0
ASIX,0.0
THM,2.0
UFPI,1.0
GSV,2.0
POL,0.0
KALU,0.0
KRO,0.0
RGLD,0.0
EVA,1.0
MTX,2.0
TREX,0.0
GPL,2.0
IBP,0.0
AMRS,2.0
KOP,0.0
APOG,2.0
AAON,1.0
AKG,2.0
OSB,0.0
REX,2.0
CBPX,0.0
NXE,0.0
CDXC,0.0
IPHS,2.0
KMG,0.0
NX,0.0
GORO,2.0
AFI,2.0
AMTX,2.0
ICL,2.0
NEU,2.0
BCPC,2.0
VBIV,0.0
TREC,2.0
WWR,2.0
METC,2.0
RKDA,2.0
LODE,2.0
TANH,0.0
VHI,0.0
CLW,2.0
HWKN,2.0
GFF,2.0
XPL,2.0
MTL,2.0
NRP,2.0
TGB,0.0
APT,0.0
NWPX,1.0
SCL,2.0
WDFC,2.0
NP,1.0
TGLS,2.0
SYNL,0.0
ACH,0.0
DNN,2.0
IOSP,2.0
PLM,1.0
FF,2.0
KWR,0.0
AUMN,2.0
CMCL,0.0
NTIC,0.0
MBII,2.0
TGEN,2.0
ASPN,0.0
CPAC,0.0
GURE,2.0
OSN,0.0
RETO,2.0
USAU,2.0
PZG,2.0
AAU,2.0
ALJJ,2.0
ASM,2.0
AUG,2.0
CCCL,2.0
CCR,2.0
CGA,2.0
CHNR,1.0
CINR,2.0
CTHR,0.0
DRD,2.0
EMX,2.0
ERO,1.0
FRD,2.0
FSI,0.0
GEVO,2.0
GMO,0.0
HNRG,2.0
IKNX,2.0
JCTCF,0.0
JHX,0.0
KGJI,0.0
LEU,2.0
MPVD,2.0
ODC,0.0
PLG,2.0
POPE,1.0
SES,2.0
SIM,2.0
SMTS,0.0
SNES,2.0
SPPP,0.0
TMQ,0.0
TRX,2.0
UAMY,0.0
USAP,0.0
USAS,0.0
USLM,2.0
WRN,2.0
YTEN,2.0
ZKIN,2.0
PFE,0.0
BMY,2.0
GERN,2.0
GILD,2.0
ABBV,0.0
MRK,2.0
JNJ,0.0
BSX,0.0
ABT,0.0
WBA,2.0
MDT,0.0
